"names"	"fccommunity"
"3187"	"HMGA1"	"21"
"3188"	"JDP2"	"21"
"3189"	"MAPK11"	"15"
"3190"	"MAPK12"	"15"
"3191"	"MAPK13"	"15"
"3192"	"MAPKAPK5"	"15"
"3193"	"NCOA6"	"21"
"3194"	"NFIL3"	"21"
"3195"	"PML"	"21"
"3196"	"TRMT13"	"15"
"3197"	"YY1"	"21"
"3198"	"ATP5E"	"23"
"3199"	"ATP5G2"	"23"
"3200"	"ATP5G3"	"23"
"3201"	"ATP5I"	"23"
"3202"	"ATP5J"	"23"
"3203"	"ATP5L"	"23"
"3204"	"ERICH2"	"5"
"3205"	"GIN1"	"4"
"3206"	"HNRNPAB"	"24"
"3207"	"HNRNPDL"	"24"
"3208"	"HSPA4"	"12"
"3209"	"MAF"	"21"
"3210"	"MYH6"	"24"
"3211"	"NF2"	"21"
"3212"	"OTX2"	"21"
"3213"	"PIK3R3"	"25"
"3214"	"PRDX4"	"12"
"3215"	"STARD13"	"22"
"3216"	"USP12"	"23"
"3217"	"ENSG00000198744"	"23"
"3218"	"ENSG00000160916"	"1"
"3219"	"CA12"	"24"
"3220"	"DDX47"	"23"
"3221"	"CDCA8"	"19"
"3222"	"CENPA"	"16"
"3223"	"MAPK15"	"15"
"3224"	"METTL20"	"16"
"3225"	"RPS6KA6"	"15"
"3226"	"AMHR2"	"19"
"3227"	"SMAD5"	"21"
"3228"	"ICMT"	"22"
"3229"	"CMTM3"	"15"
"3230"	"EWSR1"	"4"
"3231"	"FCER1G"	"13"
"3232"	"GNG2"	"22"
"3233"	"IGHMBP2"	"15"
"3234"	"ITK"	"25"
"3235"	"KCMF1"	"4"
"3236"	"MAN2B1"	"21"
"3237"	"PHYHD1"	"13"
"3238"	"PPM1G"	"23"
"3239"	"SH3BP5"	"13"
"3240"	"TLR6"	"18"
"3241"	"WASF2"	"6"
"3242"	"CACNA1A"	"21"
"3243"	"CACNA1B"	"22"
"3244"	"CACNA1C"	"22"
"3245"	"CACNA1D"	"22"
"3246"	"CACNA1E"	"22"
"3247"	"CACNA1F"	"22"
"3248"	"CACNA1S"	"22"
"3249"	"CALML3"	"22"
"3250"	"CDC25C"	"20"
"3251"	"CHAT"	"15"
"3252"	"ETS1"	"21"
"3253"	"ITPKA"	"22"
"3254"	"ITPR1"	"22"
"3255"	"PDC"	"22"
"3256"	"PLCB2"	"25"
"3257"	"PLCB4"	"25"
"3258"	"PPM1F"	"5"
"3259"	"RYR1"	"22"
"3260"	"RYR2"	"13"
"3261"	"RYR3"	"22"
"3262"	"ADCY3"	"6"
"3263"	"ATF1"	"21"
"3264"	"CHEK1"	"21"
"3265"	"CREM"	"21"
"3266"	"DCLK3"	"15"
"3267"	"LGALS9B"	"22"
"3268"	"LGALS9C"	"22"
"3269"	"LRRC7"	"22"
"3270"	"PEA15"	"19"
"3271"	"SPR"	"22"
"3272"	"CEP63"	"4"
"3273"	"IDI1"	"17"
"3274"	"PEX1"	"12"
"3275"	"DGKZ"	"25"
"3276"	"CNOT7"	"21"
"3277"	"FOXM1"	"8"
"3278"	"GSTM2"	"8"
"3279"	"MS4A3"	"15"
"3280"	"RPA1"	"20"
"3281"	"TSSC1"	"4"
"3282"	"UHRF2"	"20"
"3283"	"EGF"	"25"
"3284"	"FIGF"	"25"
"3285"	"HGF"	"25"
"3286"	"IGF1"	"13"
"3287"	"PDGFC"	"25"
"3288"	"PDGFD"	"25"
"3289"	"PGF"	"25"
"3290"	"PIK3CA"	"25"
"3291"	"PIK3CG"	"25"
"3292"	"PIK3R5"	"25"
"3293"	"SAFB"	"5"
"3294"	"SHC3"	"25"
"3295"	"SHC4"	"25"
"3296"	"UBL5"	"25"
"3297"	"VEGFA"	"25"
"3298"	"VEGFB"	"25"
"3299"	"VEGFC"	"25"
"3300"	"RAD54B"	"4"
"3301"	"APC"	"22"
"3302"	"CBX3"	"21"
"3303"	"CFHR4"	"19"
"3304"	"CHKA"	"19"
"3305"	"CTBP1"	"21"
"3306"	"FGF1"	"25"
"3307"	"GDNF"	"25"
"3308"	"GFRA2"	"19"
"3309"	"HOXA6"	"21"
"3310"	"IWS1"	"18"
"3311"	"LCORL"	"19"
"3312"	"LEPREL4"	"19"
"3313"	"LYST"	"4"
"3314"	"MAP2K6"	"19"
"3315"	"NPAS3"	"19"
"3316"	"PAK6"	"19"
"3317"	"PCGF1"	"21"
"3318"	"PHC2"	"21"
"3319"	"PRDM15"	"19"
"3320"	"QRFPR"	"19"
"3321"	"SLC5A12"	"19"
"3322"	"SPIB"	"21"
"3323"	"STAB2"	"19"
"3324"	"SYNE1"	"19"
"3325"	"TTBK2"	"19"
"3326"	"VAMP4"	"14"
"3327"	"XK"	"15"
"3328"	"XRCC1"	"21"
"3329"	"XRCC4"	"4"
"3330"	"ZNF655"	"19"
"3331"	"BRD2"	"20"
"3332"	"CBX2"	"21"
"3333"	"CDK2AP1"	"4"
"3334"	"FOXJ3"	"20"
"3335"	"KLF9"	"20"
"3336"	"LHX1"	"21"
"3337"	"LIG4"	"20"
"3338"	"MGAT3"	"17"
"3339"	"MRPL38"	"24"
"3340"	"MTF1"	"9"
"3341"	"MYNN"	"15"
"3342"	"NHLH1"	"4"
"3343"	"PCCB"	"18"
"3344"	"PDCL"	"15"
"3345"	"SAP30L"	"15"
"3346"	"SARS2"	"3"
"3347"	"SERF2"	"4"
"3348"	"SIX1"	"4"
"3349"	"SMARCD3"	"20"
"3350"	"ZNF521"	"15"
"3351"	"ENSG00000206287"	"21"
"3352"	"IRS2"	"25"
"3353"	"PTPRH"	"15"
"3354"	"SH2D1A"	"25"
"3355"	"IL4R"	"25"
"3356"	"ATP13A3"	"18"
"3357"	"BICC1"	"18"
"3358"	"CHRNA4"	"18"
"3359"	"CLASRP"	"4"
"3360"	"CTCFL"	"21"
"3361"	"FOXO1"	"21"
"3362"	"PGS1"	"18"
"3363"	"PHF14"	"18"
"3364"	"PHYHIP"	"24"
"3365"	"PLEKHG4"	"4"
"3366"	"PPP4R4"	"18"
"3367"	"QSOX2"	"18"
"3368"	"RGS7"	"22"
"3369"	"RNF165"	"21"
"3370"	"SEPSECS"	"18"
"3371"	"SMOX"	"18"
"3372"	"SRSF4"	"6"
"3373"	"SRSF5"	"6"
"3374"	"TDRD3"	"18"
"3375"	"ENSG00000116148"	"6"
"3376"	"EIF4G2"	"3"
"3377"	"GNB5"	"22"
"3378"	"RPL34"	"3"
"3379"	"RPL36"	"3"
"3380"	"RPS10"	"3"
"3381"	"RPS11"	"16"
"3382"	"RPS17L"	"3"
"3383"	"RPS3"	"3"
"3384"	"EFNA1"	"15"
"3385"	"MYF6"	"21"
"3386"	"RERE"	"4"
"3387"	"SIX3"	"21"
"3388"	"SPEN"	"21"
"3389"	"ENSG00000143620"	"15"
"3390"	"TMF1"	"4"
"3391"	"BNIP2"	"19"
"3392"	"FGF11"	"25"
"3393"	"FGF12"	"25"
"3394"	"FGF13"	"25"
"3395"	"FGF14"	"25"
"3396"	"FGF17"	"25"
"3397"	"FGF18"	"25"
"3398"	"FGF19"	"25"
"3399"	"FGF20"	"25"
"3400"	"FGF21"	"25"
"3401"	"FGF23"	"25"
"3402"	"FGF3"	"25"
"3403"	"FGF5"	"25"
"3404"	"FGF6"	"25"
"3405"	"FGF7"	"25"
"3406"	"FGF8"	"25"
"3407"	"FRS2"	"15"
"3408"	"GRB14"	"25"
"3409"	"SNAI1"	"15"
"3410"	"SOS2"	"25"
"3411"	"HOMER3"	"22"
"3412"	"ADD2"	"22"
"3413"	"ARHGAP33"	"21"
"3414"	"BCL3"	"21"
"3415"	"CAV2"	"12"
"3416"	"CAV3"	"13"
"3417"	"CD226"	"22"
"3418"	"CD36"	"13"
"3419"	"CD44"	"13"
"3420"	"CD48"	"25"
"3421"	"CD55"	"13"
"3422"	"CLNK"	"25"
"3423"	"CNTN1"	"22"
"3424"	"CNTNAP1"	"22"
"3425"	"CSF2RB"	"25"
"3426"	"EPHA4"	"15"
"3427"	"EPHA8"	"15"
"3428"	"FASLG"	"19"
"3429"	"FGFR2"	"25"
"3430"	"FLOT2"	"12"
"3431"	"FNBP4"	"6"
"3432"	"FYB"	"25"
"3433"	"GP6"	"15"
"3434"	"GRIN2A"	"22"
"3435"	"HTR6"	"22"
"3436"	"ITGA6"	"13"
"3437"	"ITGAV"	"13"
"3438"	"ITGB6"	"13"
"3439"	"MS4A1"	"13"
"3440"	"NEDD9"	"21"
"3441"	"PDE4D"	"6"
"3442"	"PTPRA"	"24"
"3443"	"PTPRE"	"15"
"3444"	"RBFOX2"	"4"
"3445"	"SIT1"	"15"
"3446"	"SKAP1"	"25"
"3447"	"SLAMF1"	"25"
"3448"	"SPHK1"	"14"
"3449"	"SPHK2"	"14"
"3450"	"SPN"	"19"
"3451"	"TRPC6"	"22"
"3452"	"TXK"	"25"
"3453"	"TYRO3"	"15"
"3454"	"UCK2"	"4"
"3455"	"ARHGAP9"	"25"
"3456"	"MAP2K7"	"25"
"3457"	"MAPKAPK2"	"15"
"3458"	"NKX2-5"	"21"
"3459"	"SNIP1"	"21"
"3460"	"ACTA2"	"6"
"3461"	"BTRC"	"12"
"3462"	"DYNC1I1"	"22"
"3463"	"FUS"	"6"
"3464"	"HIST1H1D"	"6"
"3465"	"IFIT1"	"21"
"3466"	"LPCAT1"	"21"
"3467"	"LRCH4"	"21"
"3468"	"METTL3"	"6"
"3469"	"MYH1"	"22"
"3470"	"RALY"	"6"
"3471"	"RSL1D1"	"6"
"3472"	"SAP130"	"21"
"3473"	"SAP25"	"21"
"3474"	"SAP30"	"21"
"3475"	"SCYL2"	"6"
"3476"	"ZC3HAV1"	"21"
"3477"	"ADCK2"	"14"
"3478"	"ADIPOR2"	"21"
"3479"	"AKT2"	"22"
"3480"	"ALKBH8"	"18"
"3481"	"ALLC"	"23"
"3482"	"AP1G1"	"14"
"3483"	"ASNA1"	"14"
"3484"	"ATP6V1H"	"3"
"3485"	"ATXN2L"	"17"
"3486"	"BHMT"	"13"
"3487"	"BOLA2"	"12"
"3488"	"C1orf123"	"23"
"3489"	"CAPNS1"	"12"
"3490"	"CAPRIN1"	"6"
"3491"	"CLCN5"	"14"
"3492"	"CMBL"	"4"
"3493"	"COPB1"	"23"
"3494"	"COQ2"	"11"
"3495"	"CRAT"	"21"
"3496"	"CYC1"	"5"
"3497"	"EPB41L1"	"22"
"3498"	"GALE"	"18"
"3499"	"GLRX5"	"20"
"3500"	"HERC6"	"12"
"3501"	"MAP2K5"	"22"
"3502"	"MON1A"	"14"
"3503"	"MVP"	"13"
"3504"	"NADSYN1"	"18"
"3505"	"NSMCE4A"	"20"
"3506"	"NUS1"	"14"
"3507"	"PDK4"	"14"
"3508"	"PEX10"	"12"
"3509"	"PNPO"	"23"
"3510"	"PPP5C"	"22"
"3511"	"RAD17"	"25"
"3512"	"RCN2"	"12"
"3513"	"RRAGC"	"2"
"3514"	"SEC61A2"	"12"
"3515"	"SLC25A32"	"12"
"3516"	"SLC26A11"	"12"
"3517"	"SLC33A1"	"20"
"3518"	"SLC34A1"	"12"
"3519"	"SLC38A11"	"2"
"3520"	"SORD"	"18"
"3521"	"TAX1BP1"	"22"
"3522"	"TDP2"	"21"
"3523"	"TERT"	"12"
"3524"	"TMEM87B"	"14"
"3525"	"TRAF7"	"18"
"3526"	"TRMT5"	"14"
"3527"	"TSSK6"	"12"
"3528"	"UNC45A"	"4"
"3529"	"UNC50"	"14"
"3530"	"XPNPEP1"	"12"
"3531"	"YME1L1"	"14"
"3532"	"ENSG00000212677"	"14"
"3533"	"ENSG00000112478"	"14"
"3534"	"ENSG00000179036"	"14"
"3535"	"ENSG00000011177"	"18"
"3536"	"ENSG00000206214"	"14"
"3537"	"SORBS1"	"22"
"3538"	"TMEM115"	"11"
"3539"	"BAIAP2"	"22"
"3540"	"DOK5"	"25"
"3541"	"SH2B2"	"25"
"3542"	"SNX2"	"4"
"3543"	"SOCS3"	"25"
"3544"	"IL9R"	"25"
"3545"	"SOCS4"	"25"
"3546"	"SOCS5"	"25"
"3547"	"SOCS6"	"25"
"3548"	"ENSG00000215778"	"8"
"3549"	"BPTF"	"20"
"3550"	"CBLC"	"25"
"3551"	"CNTFR"	"25"
"3552"	"IL12RB1"	"25"
"3553"	"IL13RA1"	"25"
"3554"	"IL13RA2"	"25"
"3555"	"IL15RA"	"25"
"3556"	"IL21R"	"25"
"3557"	"IL2RA"	"25"
"3558"	"LIFR"	"25"
"3559"	"MPL"	"25"
"3560"	"PIK3C2B"	"25"
"3561"	"PIK3C2G"	"25"
"3562"	"SOCS2"	"25"
"3563"	"CD63"	"13"
"3564"	"CRKL"	"19"
"3565"	"KITLG"	"25"
"3566"	"MATK"	"13"
"3567"	"PTPRO"	"21"
"3568"	"SPRED1"	"21"
"3569"	"ARC"	"22"
"3570"	"CACNG2"	"22"
"3571"	"CASP9"	"19"
"3572"	"DUSP14"	"15"
"3573"	"LAMTOR3"	"15"
"3574"	"MOS"	"12"
"3575"	"NOM1"	"23"
"3576"	"YWHAB"	"1"
"3577"	"MAP3K12"	"24"
"3578"	"RHOG"	"19"
"3579"	"MYO1D"	"4"
"3580"	"PLOD1"	"12"
"3581"	"RPS27L"	"12"
"3582"	"SCO2"	"15"
"3583"	"PRKCG"	"15"
"3584"	"AVPR2"	"22"
"3585"	"BCL6"	"21"
"3586"	"CEP135"	"21"
"3587"	"DUSP10"	"15"
"3588"	"DUSP6"	"15"
"3589"	"DUSP7"	"15"
"3590"	"ELK4"	"21"
"3591"	"HIVEP1"	"21"
"3592"	"LMNB2"	"15"
"3593"	"MAEL"	"4"
"3594"	"MCL1"	"19"
"3595"	"NKX2-1"	"21"
"3596"	"NR5A1"	"21"
"3597"	"NTRK3"	"25"
"3598"	"PAOX"	"23"
"3599"	"PLA2G12A"	"11"
"3600"	"PLA2G12B"	"22"
"3601"	"PLA2G1B"	"11"
"3602"	"PLA2G2A"	"11"
"3603"	"PLA2G2D"	"11"
"3604"	"PLA2G2E"	"11"
"3605"	"PLA2G2F"	"11"
"3606"	"PLA2G3"	"11"
"3607"	"PLA2G4A"	"11"
"3608"	"PLA2G5"	"11"
"3609"	"PLA2G6"	"11"
"3610"	"PTPRR"	"15"
"3611"	"RGS19"	"22"
"3612"	"RHOB"	"22"
"3613"	"ROS1"	"25"
"3614"	"RPS6KB1"	"22"
"3615"	"SLC9A1"	"19"
"3616"	"SNCG"	"18"
"3617"	"SREBF2"	"21"
"3618"	"SRF"	"21"
"3619"	"STMN1"	"18"
"3620"	"TATDN1"	"14"
"3621"	"TNFRSF25"	"19"
"3622"	"TNIP1"	"12"
"3623"	"TOB1"	"21"
"3624"	"TSC2"	"22"
"3625"	"WRNIP1"	"11"
"3626"	"YBX3"	"12"
"3627"	"ZMYND11"	"17"
"3628"	"ENSG00000206377"	"22"
"3629"	"ENSG00000206478"	"15"
"3630"	"C4orf29"	"11"
"3631"	"DUSP5"	"15"
"3632"	"DUSP8"	"15"
"3633"	"SUPT20H"	"4"
"3634"	"TBX3"	"21"
"3635"	"CCDC6"	"4"
"3636"	"HMMR"	"15"
"3637"	"IRX2"	"15"
"3638"	"TAF1A"	"20"
"3639"	"TAF1B"	"20"
"3640"	"ZNF7"	"7"
"3641"	"DUSP2"	"15"
"3642"	"DUSP9"	"15"
"3643"	"IRS4"	"1"
"3644"	"MAP3K13"	"15"
"3645"	"MAPK8IP1"	"22"
"3646"	"MECOM"	"21"
"3647"	"NFATC2"	"21"
"3648"	"NFATC4"	"22"
"3649"	"PTPN5"	"13"
"3650"	"PTPN7"	"15"
"3651"	"RAC2"	"25"
"3652"	"ANKRD7"	"7"
"3653"	"ARHGEF16"	"25"
"3654"	"ARHGEF17"	"25"
"3655"	"ATP6V0C"	"23"
"3656"	"CHGB"	"25"
"3657"	"ERRFI1"	"25"
"3658"	"FANCF"	"18"
"3659"	"NOL11"	"2"
"3660"	"PACS2"	"25"
"3661"	"REEP4"	"25"
"3662"	"SAAL1"	"4"
"3663"	"SAV1"	"25"
"3664"	"SHROOM1"	"25"
"3665"	"SIK1"	"15"
"3666"	"MAP4"	"24"
"3667"	"STK11"	"12"
"3668"	"MLLT10"	"4"
"3669"	"CCNT1"	"6"
"3670"	"CCNT2"	"6"
"3671"	"CDK6"	"21"
"3672"	"CTDP1"	"6"
"3673"	"E2F3"	"21"
"3674"	"E2F5"	"21"
"3675"	"ELL"	"6"
"3676"	"ERCC8"	"6"
"3677"	"GTF2A1"	"20"
"3678"	"GTF2A2"	"20"
"3679"	"GTF2H4"	"20"
"3680"	"KAZN"	"15"
"3681"	"NCBP2"	"6"
"3682"	"NELFA"	"6"
"3683"	"NELFB"	"6"
"3684"	"NELFCD"	"6"
"3685"	"POLD1"	"1"
"3686"	"POLD3"	"20"
"3687"	"POLR1C"	"20"
"3688"	"POLR2F"	"6"
"3689"	"POLR2J3"	"20"
"3690"	"POU2F2"	"21"
"3691"	"RBM48"	"24"
"3692"	"RFC5"	"1"
"3693"	"SUPT16H"	"20"
"3694"	"TAF11"	"20"
"3695"	"TAF13"	"20"
"3696"	"TAF4"	"20"
"3697"	"TAF4B"	"20"
"3698"	"TAF7"	"20"
"3699"	"TTF1"	"20"
"3700"	"XPA"	"20"
"3701"	"ENSG00000206349"	"21"
"3702"	"ENSG00000032514"	"20"
"3703"	"DHRS7"	"12"
"3704"	"DHX36"	"12"
"3705"	"GNB1L"	"8"
"3706"	"OTUD4"	"12"
"3707"	"PRR5"	"12"
"3708"	"RPS6KB2"	"15"
"3709"	"SMG1"	"5"
"3710"	"VPS18"	"14"
"3711"	"ENSG00000206376"	"22"
"3712"	"ENSG00000137324"	"22"
"3713"	"EDC4"	"25"
"3714"	"NFIB"	"21"
"3715"	"GNG12"	"22"
"3716"	"MAP2K1"	"22"
"3717"	"ADCY1"	"22"
"3718"	"ADCY10"	"6"
"3719"	"ADCY2"	"6"
"3720"	"ADCY4"	"6"
"3721"	"ADCY5"	"6"
"3722"	"ADCY6"	"6"
"3723"	"ADCY7"	"6"
"3724"	"ADCY8"	"12"
"3725"	"ADCY9"	"6"
"3726"	"GMPR2"	"6"
"3727"	"GUCY1A2"	"6"
"3728"	"GUCY1A3"	"6"
"3729"	"GUCY1B2"	"6"
"3730"	"GUCY2C"	"6"
"3731"	"GUCY2D"	"6"
"3732"	"GUCY2F"	"6"
"3733"	"NPR2"	"6"
"3734"	"GPT"	"23"
"3735"	"LDHD"	"23"
"3736"	"UBE2H"	"20"
"3737"	"PHKG1"	"22"
"3738"	"PPP1CA"	"1"
"3739"	"PPP1R3B"	"22"
"3740"	"ATOH7"	"21"
"3741"	"MYT1"	"11"
"3742"	"PHLDB1"	"10"
"3743"	"PITPNM1"	"15"
"3744"	"PRDM1"	"4"
"3745"	"RASGRF1"	"25"
"3746"	"TPPP3"	"3"
"3747"	"TRIAP1"	"20"
"3748"	"ENSG00000176276"	"3"
"3749"	"CCNG2"	"21"
"3750"	"LRRC29"	"17"
"3751"	"SPSB1"	"21"
"3752"	"TCF7L2"	"21"
"3753"	"ENSG00000206329"	"15"
"3754"	"ENSG00000206256"	"8"
"3755"	"PRKAG3"	"17"
"3756"	"SLC2A4"	"17"
"3757"	"RPRD1B"	"20"
"3758"	"VPS8"	"20"
"3759"	"WDR44"	"22"
"3760"	"ZNF710"	"20"
"3761"	"ANXA7"	"4"
"3762"	"CACNA1H"	"22"
"3763"	"PPP3R2"	"22"
"3764"	"SLC8A1"	"22"
"3765"	"ZMYND8"	"21"
"3766"	"ENSG00000206325"	"4"
"3767"	"ENSG00000197003"	"22"
"3768"	"CIB1"	"24"
"3769"	"GZMB"	"19"
"3770"	"IGHM"	"13"
"3771"	"PIAS1"	"21"
"3772"	"ACKR6"	"24"
"3773"	"ARFGAP1"	"14"
"3774"	"ARHGAP5"	"22"
"3775"	"GNA13"	"22"
"3776"	"ITGB2"	"13"
"3777"	"KCNA2"	"22"
"3778"	"NPHP1"	"4"
"3779"	"PITPNM2"	"25"
"3780"	"BIRC2"	"19"
"3781"	"GEMIN4"	"6"
"3782"	"GXYLT1"	"18"
"3783"	"KCTD12"	"18"
"3784"	"NOD2"	"19"
"3785"	"AMD1"	"23"
"3786"	"ARNTL"	"21"
"3787"	"CALD1"	"22"
"3788"	"IL2"	"25"
"3789"	"PEAR1"	"25"
"3790"	"PTPN2"	"25"
"3791"	"ARAP3"	"15"
"3792"	"DRD4"	"2"
"3793"	"ESR2"	"21"
"3794"	"ETS2"	"21"
"3795"	"FHIT"	"21"
"3796"	"GJB1"	"15"
"3797"	"HNF1A"	"21"
"3798"	"KCNQ5"	"22"
"3799"	"MT-ND2"	"18"
"3800"	"PPARD"	"21"
"3801"	"ENSG00000212876"	"19"
"3802"	"DHX9"	"16"
"3803"	"ICA1"	"24"
"3804"	"SNRK"	"12"
"3805"	"CASP14"	"19"
"3806"	"CASP2"	"19"
"3807"	"CASP5"	"19"
"3808"	"LATS1"	"19"
"3809"	"PRKRIR"	"12"
"3810"	"ZC3H12A"	"19"
"3811"	"SASS6"	"4"
"3812"	"TNRC6C"	"15"
"3813"	"LDHB"	"23"
"3814"	"PPP6R2"	"12"
"3815"	"ENSG00000173503"	"19"
"3816"	"ARSE"	"17"
"3817"	"HSH2D"	"15"
"3818"	"ITFG2"	"20"
"3819"	"PRLR"	"25"
"3820"	"SOCS1"	"25"
"3821"	"OTUD6B"	"15"
"3822"	"TP53BP2"	"19"
"3823"	"APLF"	"21"
"3824"	"C1D"	"3"
"3825"	"CLCA1"	"12"
"3826"	"GNA11"	"12"
"3827"	"RYK"	"12"
"3828"	"TJP3"	"12"
"3829"	"WFS1"	"12"
"3830"	"WRN"	"20"
"3831"	"ALCAM"	"12"
"3832"	"CD24P4"	"15"
"3833"	"CHST15"	"15"
"3834"	"FCAR"	"13"
"3835"	"FOLR1"	"15"
"3836"	"GRIA3"	"22"
"3837"	"HOXC10"	"12"
"3838"	"PRAM1"	"4"
"3839"	"S100A9"	"12"
"3840"	"SLC4A1"	"19"
"3841"	"AANAT"	"22"
"3842"	"PRKACA"	"22"
"3843"	"ABCA1"	"22"
"3844"	"ADD1"	"22"
"3845"	"AKAP14"	"22"
"3846"	"AKAP3"	"22"
"3847"	"ASIC1"	"22"
"3848"	"ATP2B1"	"22"
"3849"	"ATP2B2"	"22"
"3850"	"CACNB2"	"22"
"3851"	"CAMK1D"	"14"
"3852"	"CDK16"	"4"
"3853"	"CDK5RAP2"	"4"
"3854"	"CETN1"	"22"
"3855"	"CLDN3"	"22"
"3856"	"DLGAP1"	"22"
"3857"	"DMTN"	"22"
"3858"	"ETV1"	"21"
"3859"	"GABRB3"	"7"
"3860"	"GALK2"	"17"
"3861"	"GJA5"	"22"
"3862"	"GLI1"	"22"
"3863"	"GNAS"	"22"
"3864"	"GNMT"	"23"
"3865"	"GP1BB"	"13"
"3866"	"GRIK2"	"22"
"3867"	"HAND1"	"21"
"3868"	"HDAC8"	"20"
"3869"	"HMGN1"	"15"
"3870"	"HMGN2"	"15"
"3871"	"HMGN2P8"	"15"
"3872"	"ITGA4"	"13"
"3873"	"ITPR2"	"22"
"3874"	"KCNH2"	"24"
"3875"	"KCNJ12"	"22"
"3876"	"LCP1"	"17"
"3877"	"MEP1B"	"25"
"3878"	"MYO5A"	"22"
"3879"	"NIN"	"22"
"3880"	"PDE3A"	"6"
"3881"	"PDE3B"	"6"
"3882"	"PFKFB1"	"22"
"3883"	"PHKA1"	"22"
"3884"	"PHOX2A"	"21"
"3885"	"PKIG"	"22"
"3886"	"PLIN1"	"22"
"3887"	"PPP1R17"	"22"
"3888"	"PPP1R1B"	"22"
"3889"	"PRKACG"	"22"
"3890"	"PTPN12"	"4"
"3891"	"PTPN13"	"22"
"3892"	"PYGL"	"23"
"3893"	"RAP1GAP"	"22"
"3894"	"RGS14"	"22"
"3895"	"SLC2A2"	"1"
"3896"	"SUFU"	"4"
"3897"	"TPH1"	"18"
"3898"	"YIF1A"	"14"
"3899"	"YIF1B"	"14"
"3900"	"ENSG00000197369"	"22"
"3901"	"ADAM22"	"22"
"3902"	"AKT1S1"	"22"
"3903"	"ALDOC"	"22"
"3904"	"ARHGEF28"	"22"
"3905"	"ATL3"	"2"
"3906"	"BSPRY"	"19"
"3907"	"C14orf166"	"22"
"3908"	"CALB2"	"22"
"3909"	"CBLL1"	"12"
"3910"	"CDC25B"	"21"
"3911"	"CDC5L"	"4"
"3912"	"CDK17"	"22"
"3913"	"CMPK1"	"23"
"3914"	"DCLK1"	"22"
"3915"	"DFFA"	"19"
"3916"	"GLTP"	"22"
"3917"	"HDAC5"	"21"
"3918"	"HDAC7"	"21"
"3919"	"HECTD4"	"13"
"3920"	"HUS1"	"21"
"3921"	"KLC3"	"22"
"3922"	"KLC4"	"4"
"3923"	"LANCL1"	"17"
"3924"	"LARP1"	"21"
"3925"	"MPP3"	"22"
"3926"	"MRPS27"	"22"
"3927"	"MYCBP2"	"22"
"3928"	"MYOF"	"22"
"3929"	"NFATC1"	"22"
"3930"	"PARD6B"	"22"
"3931"	"PCM1"	"4"
"3932"	"PDE1B"	"22"
"3933"	"PGLYRP1"	"22"
"3934"	"RAB15"	"22"
"3935"	"RALGPS2"	"22"
"3936"	"RTCB"	"24"
"3937"	"SH3GL2"	"22"
"3938"	"SLAIN2"	"22"
"3939"	"SLC25A22"	"22"
"3940"	"SLCO4A1"	"23"
"3941"	"STK25"	"22"
"3942"	"STK38"	"22"
"3943"	"TBXAS1"	"22"
"3944"	"UCP3"	"22"
"3945"	"VAT1"	"22"
"3946"	"ZYG11B"	"12"
"3947"	"RNF20"	"8"
"3948"	"RNF40"	"4"
"3949"	"WDR12"	"3"
"3950"	"VPS29"	"14"
"3951"	"HDDC2"	"14"
"3952"	"MAK16"	"3"
"3953"	"YPEL4"	"3"
"3954"	"CDC42BPB"	"3"
"3955"	"PIGT"	"14"
"3956"	"IPP"	"4"
"3957"	"MCM10"	"20"
"3958"	"COQ7"	"14"
"3959"	"GPR88"	"6"
"3960"	"SNRNP40"	"17"
"3961"	"FMNL1"	"6"
"3962"	"MLH1"	"20"
"3963"	"MRPS24"	"4"
"3964"	"PDCD7"	"6"
"3965"	"CPA2"	"14"
"3966"	"TGS1"	"21"
"3967"	"TAL1"	"21"
"3968"	"EIF4EBP1"	"12"
"3969"	"MOSPD2"	"14"
"3970"	"GPATCH11"	"23"
"3971"	"RPL21P1"	"25"
"3972"	"ENSG00000186244"	"5"
"3973"	"OTC"	"14"
"3974"	"ATP10D"	"20"
"3975"	"KDM4B"	"20"
"3976"	"MDC1"	"12"
"3977"	"NLRP2"	"19"
"3978"	"PPME1"	"20"
"3979"	"ZNRD1"	"20"
"3980"	"ENSG00000206502"	"20"
"3981"	"UHRF1"	"20"
"3982"	"TFAP2B"	"21"
"3983"	"ZMPSTE24"	"12"
"3984"	"ASL"	"20"
"3985"	"ATP12A"	"12"
"3986"	"CDK5RAP3"	"12"
"3987"	"FAHD1"	"12"
"3988"	"UTRN"	"12"
"3989"	"ENSG00000100141"	"11"
"3990"	"ENSG00000215727"	"12"
"3991"	"RUNX1T1"	"21"
"3992"	"AP1M1"	"13"
"3993"	"FADD"	"19"
"3994"	"ARNT2"	"21"
"3995"	"DNAH9"	"21"
"3996"	"DROSHA"	"21"
"3997"	"EHMT1"	"21"
"3998"	"KY"	"4"
"3999"	"TNFRSF8"	"21"
"4000"	"WDR35"	"21"
"4001"	"ENSG00000215684"	"20"
"4002"	"ENSG00000206234"	"4"
"4003"	"ATP9B"	"14"
"4004"	"SLC43A1"	"2"
"4005"	"ENSG00000206440"	"4"
"4006"	"DAK"	"14"
"4007"	"DST"	"16"
"4008"	"EIF4BP6"	"3"
"4009"	"POP4"	"11"
"4010"	"PRRC1"	"11"
"4011"	"PUF60"	"4"
